date,M0009942,M0001629,M0150193,M0062858,M0043821,M0061518,M0000545,G0008368,G0003882,M0067855,M0009808,S2707403,M1001654,G0000891,M0009870,S0000236,S0114186,S0114187,S0047907,S0047914,S0047919,S0047926,S0047925,S0047927,S0047934,S0047905,M0001022,S5116010,M5464271,M0000272,M0061614,M0024072,S0073285,S5914515,S0178726,M0001427,M5405212,M0012303,M0020188,M0020209,M0020251,M0020194,M0020215,M0020257,M0020193,M0020214,M0020256,M0020191,M0020212,M0020254,M0000604,M0012939,M0012948,M0012949,M0010157,M0010160,M0041652,M0041653,M0041654,M0041655,M0041656,M0041657,M0041658,M0041659,M0041660,M0017146,M0017147,M0017148,M0017149,M0017150,M0017151,M0041372,M0041374,M0041378,M0041371,M0041373,M0041377,M0000185,M0058007,M0066316,M5523040,M5438206,M0012288,M0012988,M0041739,M0041743,M5207472,M0011453,M5781505,M0011456,M5207480,M0011454,M5207487,M5207488,M0062945,M0062946,M0062947,M0062948,G0000894,G0000895,G0000897,y
2012/1/3,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23929,0.25,0.3,0.34,0.149,0.2082,0.2953,
2012/1/4,,,,,,,,,,6.2946,,,3.4498,2,,,,,,,,,,,,,,,,,,,,126.45,,,,,2169.39,2298.753,8695.987,-1.365225,-2.003161,-2.498415,-30.027,-46.989,-222.829,49.245537,34.344567,34.163503,,,,,,,3.5009,4.076,4.7516,4.9,5.943,5.9267,,,,5.4139,4.7822,4.3639,5.3204,4.5128,3.9377,,,,,,,6.3001,6.2762,6.3013,,,,,5187.7319,3.7387,,,,,,,,,0.24643,0.25,0.3,0.34,0.15,0.2072,0.2953,4.076
2012/1/5,,,,,,,,,,6.3017,,,3.4498,2.02,,,,,,,,,,,,,,,,,,,,,,,,,2148.452,2276.385,8600.259,-0.965156,-0.973049,-1.10083,-20.938,-22.368,-95.728,58.743447,43.01648,38.634595,,,,,,,4.0024,4.4785,4.9273,5.0743,5.8591,5.8092,,,,5.2286,4.762,4.3495,5.2448,4.5971,3.9727,,,,,,,6.3115,6.2802,6.3053,,,,,5105.4392,4.1804,,,,,,,,,0.25,0.32786,0.34143,0.36214,0.1495,0.2062,0.2953,4.4785
2012/1/6,,,,,,,,,,6.3095,,,3.4155,1.98,,,,,,,,,,,,,,,,,510,,,126.15,,,,,2163.395,2290.601,8634.418,0.695524,0.624499,0.397186,14.943,14.216,34.159,50.583054,35.198992,33.966195,,,,,,,4.0043,4.3063,4.6548,5.0723,5.9578,5.9623,,,5.85,5.1117,4.7858,4.3791,5.1828,4.6863,4.0251,,,,,,,6.3166,6.2911,6.3163,,,,,4967.7236,4.2162,,,,,,,,,0.15071,0.30357,0.33143,0.36,0.149,0.2062,0.2963,4.3063
2012/1/9,,,,,,,,,,6.3146,,,3.4008,1.98,,,,,,,,,,,,,,,,,,,,,,,,,2225.89,2368.57,8946.085,2.888747,3.403866,3.609589,62.495,77.969,311.667,76.759839,54.727341,47.651475,,,,,,,4.0031,4.519,4.5417,5.0973,5.8963,5.9893,6.2,,,4.8734,4.7703,4.3862,4.963,4.7402,4.0671,,,,,,,6.3236,6.2921,6.3174,,,,,4431.6847,4.1624,,,,,,,,,0.15,0.27929,0.30071,0.35929,0.149,0.2062,0.2963,4.519
2012/1/10,,,,,,,,,,6.315,,,3.4375,2,,,,,,,,,,,,,,,,,,,,,,,,,2285.744,2447.349,9281.245,2.688992,3.326015,3.746443,59.854,78.779,335.16,109.585415,81.154989,73.676108,,,,,,,3.7033,4.0835,4.525,5.1492,5.9464,5.8449,5.9336,,5.5,4.6811,4.7897,4.4142,4.7461,4.8184,4.1169,,,,,,,6.3171,6.2991,6.3244,,,,,4590.3869,3.8562,,,,,,,,,0.17786,0.25,0.3,0.36,0.15,0.2042,0.2958,4.0835
2012/1/11,,,,,,,,,,6.3155,,,3.4195,1.93,,,,,,,,,,,,,,,,,,,,125.69,,,,,2276.046,2435.608,9239.213,-0.424282,-0.479744,-0.45287,-9.698,-11.741,-42.032,84.441781,58.705674,62.727019,,,,,,,3.2487,3.9949,4.7433,5.8521,5.9519,5.5071,5.3,,,4.2959,4.7173,4.3933,4.2964,4.8084,4.1441,,,,,,,6.3155,6.2981,6.3234,,,,,5047.2026,3.6558,,,,,,,,,0.14929,0.24357,0.3,0.36,0.149,0.2042,0.2947,3.9949
2012/1/12,,,,,,,,,,6.3178,,,3.4156,1.94,,,,,,,,,,,,,,,,,,,,,,,,,2275.01,2435.219,9200.926,-0.045518,-0.015971,-0.414397,-1.036,-0.389,-38.287,71.569994,47.121275,51.457391,,,,,,,3.4889,4.1816,5.5251,5.9782,5.8308,6.0962,5.6643,,,4.2545,4.6231,4.3657,4.2798,4.7623,4.1695,,,,,,,6.323,6.3031,6.3284,,,,,5431.4662,3.7895,,,,,,,,,0.1,0.21857,0.28,0.36,0.147,0.2037,0.2896,4.1816
2012/1/13,,,,,,,,,,6.3066,,,3.4249,1.89,,,,,,,,,,,,,,,,,730,,,125.57,,,,,2244.58,2394.334,9030.588,-1.337577,-1.678904,-1.851314,-30.43,-40.885,-170.338,71.474322,45.513997,50.289446,,,,,,,4.6771,4.8975,6.1147,6.2508,6.2316,6.4375,6.3835,,5.3,4.2032,4.5474,4.3648,4.2186,4.7007,4.2173,,,,,,,6.3201,6.3041,6.3294,,,,,4746.8241,4.8604,,,,,,,,,0.1,0.2,0.28,0.36,0.146,0.2015,0.2851,4.8975
2012/1/16,,,,,,,,,,6.3165,,,3.4279,,,,,,,,,,,,,,,,,,,,,125.72,,,,,2206.193,2345.649,8827.474,-1.710209,-2.033342,-2.249178,-38.387,-48.685,-203.114,45.859522,30.527145,33.54945,,,,,,,5.5826,6.1644,6.4588,6.5767,7.0821,6.9455,6.9929,,5.659,4.3563,4.5521,4.4358,4.3361,4.6496,4.2894,,,,,,,6.3306,6.2961,6.3214,,,,,4127.1057,5.8434,,,,,,,,,0.09857,0.18071,0.28,0.36,,0.2005,0.2816,6.1644
2012/1/17,,,,,,,,,,6.315,,,3.4233,1.87,,,,,,,,,,,,,,,,,,,,,,,,,2298.376,2460.601,9264.09,4.178374,4.900648,4.946103,92.183,114.952,436.616,87.80356,64.205648,53.731194,,,,,,,7.5214,7.1468,7.3883,7.9842,7.9246,7.3148,7.3975,6.6726,6.6498,4.7646,4.7319,4.6379,4.6592,4.7027,4.4423,,1690,,,5.47,,6.325,6.2981,6.3234,,,,,3886.3011,7.5172,,,,,,,,,0.09857,0.18143,0.28,0.35929,0.1465,0.1999,0.281,7.1468
2012/1/18,,,,,,,,,,6.312,,,3.4093,1.92,,,,,,,,,,,,,,,,,,,,,,,,,2266.384,2422.189,9115.269,-1.391939,-1.561082,-1.606429,-31.992,-38.412,-148.821,89.940422,63.892358,55.102651,,,,,,,8.1338,7.7249,8.9261,11.186,9.5496,8.8274,7.7094,8.0382,8.4,5.4412,5.0057,4.9295,5.2706,4.7835,4.6482,,,,,,,6.3205,6.2991,6.3244,,,,,3951.2979,8.3376,,,,,,,,,0.09714,0.17929,0.27786,0.35929,0.1464,0.1998,0.2809,7.7249
2012/1/19,,,,,,,,,,6.3167,,,3.3982,2.01,,,,,,,,,,,,,,,,,,,,,,,,,2296.075,2468.35,9300.217,1.31006,1.905755,2.028991,29.691,46.161,184.948,72.498861,55.615726,44.392401,,,,,,,6.4929,5.9792,6.5701,6.6712,7.6336,6.1086,,,,6.2028,5.4639,5.2517,6.0135,5.1467,4.8719,,1830,,,6.05,,6.3173,6.2981,6.3234,,,,,3583.6088,6.4784,,,,,,,,,0.09929,0.18,0.28,0.36,0.1454,0.1988,0.2789,5.9792
2012/1/20,,,,,,,,,,6.339,,,3.3985,2.05,,,,,,,,,,,,,,,,,3530,,,,,,,,2319.118,2504.086,9466.144,1.003582,1.447769,1.78412,23.043,35.736,165.927,69.922753,54.529783,43.202924,,,,,,,3.4592,5.0065,5.84,5.9673,5.8683,5.4,,,,6.4354,5.5913,5.3526,6.3669,5.2927,4.9895,,,,,,,6.3138,6.3021,6.3274,,,,,2689.1299,4.7458,,,,,,,,,0.09929,0.18,0.28,0.36,0.1443,0.1977,0.2773,5.0065
2012/1/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4871,4.1273,4.2009,,5.4,,,,,6.3107,5.5736,5.3407,6.3878,5.362,5.0511,,,,,,,,,,,,,,761.8767,3.6636,,,,,,,,,,,,,,,,4.1273
2012/1/23,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1445,0.1997,0.2763,
2012/1/24,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1445,0.1997,0.2753,
2012/1/25,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1415,0.1982,0.2728,
2012/1/26,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09786,0.17929,0.27929,0.35929,0.141,0.1975,0.2705,
2012/1/27,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09786,0.17929,0.27929,0.35857,0.141,0.1975,0.27,
2012/1/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2901,4.217,4.0858,4.4209,5.3894,,,,,5.7282,5.3664,5.2039,5.9225,5.2908,5.0546,,,,,,,,,,,,,,1795.809,3.6389,,,,,,,,,,,,,,,,4.217
2012/1/30,,,,,,,,,,6.331,,,3.4137,1.87,,,,,,,,,,,,,,,,,,,,,,,,,2285.038,2460.72,9274.852,-1.469524,-1.73181,-2.020802,-34.08,-43.366,-191.292,58.413687,43.517148,36.081844,,,,,,,2.8576,4.3558,4.8465,4.8606,5.3992,6,,,,5.1567,5.2654,5.1162,5.3386,5.3046,5.0565,,,,,,,6.3056,6.2981,6.3234,,,,,3283.4696,3.429,,,,,,,,,0.09857,0.17929,0.27929,0.36,0.1395,0.1965,0.26775,4.3558
2012/1/31,-8000,555253.05,97253.06,14566.35,19,21,2.8,99.73598,11305,6.3085,,0.7,3.4207,1.83,99.97,,46467,4950,16.3,4.63,0.97,1.66,1.68,5.75,5.04,118.43,4.1,110.58,110.534195,,,,,,,,,103.9,2292.61,2464.26,9303.649,0.331373,0.14386,0.310485,7.572,3.54,28.797,48.738325,30.701501,31.650934,2727.09,,,,1116179,1042441,2.9653,4.3269,4.9831,5.0082,5.2737,5.4046,,,,4.5911,5.1992,5.0464,4.6682,5.3408,5.0516,,,,,,,6.3115,6.3061,6.3314,,22.9,,,4075.1743,3.3404,,,,,,,,,0.09786,0.16286,0.26286,0.36071,0.1395,0.1965,0.26475,4.3269
2012/2/1,,,,,,,,,,6.3067,,,3.4476,1.87,,,,,,,,,,,,,,,,,,,,,,,,,2268.08,2428.994,9193.388,-1.06996,-1.431099,-1.185137,-24.53,-35.266,-110.261,53.553811,35.015374,35.154287,,,,,,,2.9696,4.3512,4.9716,4.884,5.2048,5.1966,5.275,,,4.3302,5.125,4.9745,4.3442,5.3555,5.0281,,,,,,,6.3103,6.2981,6.3234,,,,,3772.7187,3.4025,,,,,,,,,0.09857,0.16,0.26,0.36,0.139,0.1952,0.264,4.3512
2012/2/2,,,,,,,,,,6.3018,,,3.4582,1.86,,,,,,,,,,,,,,,,,,,,,,,,,2312.556,2486.238,9382.127,1.960954,2.356696,2.052986,44.476,57.244,188.739,63.471872,42.066985,39.554032,,,,,,,2.9728,4.3312,5.0016,4.9601,5.0962,5.146,5.3,5.3,5.4,4.2384,5.0217,4.9017,4.2148,5.3013,4.9754,,,,,,,6.3075,6.2936,6.3189,,,,,4551.6641,3.372,,,,,,,,,0.09786,0.16,0.26,0.36,0.141,0.1955,0.2625,4.3312
2012/2/3,,,,,,,,,,6.3028,,,3.459,1.97,,,,,,,,,,,,,,,,,-3510,,,,,,,,2330.405,2506.09,9436.992,0.77183,0.798475,0.584782,17.849,19.852,54.865,78.943697,49.94924,53.844198,,,,,,,2.9264,3.3506,4.8131,4.96,4.883,4.8874,5.3995,5.3,5.5,4.3238,4.8562,4.83,4.3197,5.1211,4.9119,,,,,,,6.3102,6.2871,6.3123,,,,,4066.9992,3.1132,,,,,,,,,0.09929,0.16,0.26,0.36,0.142,0.1955,0.2605,3.3506
2012/2/6,,,,,,,,,,6.3121,,,3.4953,1.93,,,,,,,,,,,,,,,,,,,,,,,,,2331.136,2504.322,9448.642,0.031368,-0.070548,0.12345,0.731,-1.768,11.65,75.734477,45.079905,53.617473,,,,,,,2.7888,3.4476,3.8492,4.4555,4.9512,4.9011,5.3,,5.3,4.1024,4.5032,4.649,4.1456,4.7421,4.7628,,,,,,,6.3108,6.2911,6.3163,,,,,4908.6341,3.0409,,,,,,,,,0.09857,0.16,0.26,0.36,0.1415,0.1955,0.25975,3.4476
2012/2/7,,,,,,,,,,6.3049,,,3.4914,2,,,,,,,,,,,,,,,,,,,,,,,,,2291.902,2457.954,9266.714,-1.683042,-1.851519,-1.925441,-39.234,-46.368,-181.928,67.326906,39.679164,46.397454,,,,,,,2.7794,3.5005,3.8073,4.4738,4.7604,4.7636,5.3191,5.5,5.4,3.9061,4.1665,4.5307,3.9635,4.3158,4.7312,,,,,,,6.3116,6.2988,6.3241,,,,,4480.8919,3.0023,,,,,,,,,0.09857,0.16,0.26,0.36,0.144,0.195,0.257,3.5005
2012/2/8,,,,,,,,,,6.2945,,,3.5145,2.01,,,,,,,,,,,,,,,,,,,,,,,,,2347.53,2528.236,9557.575,2.427154,2.85937,3.138772,55.628,70.282,290.861,87.114528,56.186456,56.814772,,,,,,,2.7746,3.7167,3.9384,4.37,4.701,4.5993,5.2,,5.2,3.7462,3.9678,4.4223,3.7977,4.0709,4.6818,,,,,,,6.3027,6.2896,6.3148,,,,,4875.2132,3.0096,,,,,,,,,0.09786,0.16,0.26,0.36,0.142,0.194,0.25475,3.7167
2012/2/9,,,,,,,,,,6.2952,,,3.5466,2.04,,,,,,,,,,,,,,,,,,,,,,,,,2349.589,2529.231,9560.727,0.087709,0.039356,0.032979,2.059,0.995,3.152,98.032325,59.299751,71.655633,,,,,,,2.6646,3.6694,3.8161,4.3402,4.6897,4.7688,5.2003,,5.35,3.6511,3.873,4.3495,3.6707,3.9427,4.6524,,,,,,,6.3009,6.2802,6.3053,,,,,4789.7778,2.9013,,,,,,,,,0.09714,0.16,0.26,0.36,0.142,0.1922,0.2535,3.6694
2012/2/10,,,,,,,,,,6.2986,,,3.533,1.96,,,,,,,,,,,,,,,,,-440,,,,,,,,2351.981,2533.624,9590.954,0.101805,0.173689,0.316158,2.392,4.393,30.227,96.501619,61.575877,63.951924,,,,,,,2.6928,3.6344,3.8482,4.33,4.5138,4.5332,5.3,,,3.5571,3.8464,4.2749,3.5387,3.9292,4.61,,,,,,,6.2937,6.2802,6.3053,,,,,4759.7571,2.9625,,,,,,,,,0.09857,0.16,0.25214,0.35286,0.142,0.1912,0.2505,3.6344
2012/2/13,,,,,,,,,,6.2971,,,3.5225,1.99,,,,,,,,,,,,,,,,,,,,,,,,,2351.855,2531.981,9585.076,-0.005357,-0.064848,-0.061287,-0.126,-1.643,-5.878,86.263585,51.913973,65.322897,,,,,,,2.6998,3.657,3.8489,4.3209,4.4061,4.4825,,,5.1349,3.606,3.7938,4.2101,3.5953,3.8704,4.5875,,,,,,,6.2939,6.2861,6.3113,,,,,6062.5984,2.9409,,,,,,,,,0.09786,0.15286,0.25071,0.34429,0.142,0.1912,0.2485,3.657
2012/2/14,,,,,,,,,,6.2996,,,3.5291,1.92,,,,,,,,,,,,,,,,,,,,,,,,,2344.771,2522.107,9543.775,-0.301209,-0.389971,-0.430889,-7.084,-9.874,-41.301,73.130413,40.430101,57.26853,,,,,,,3.0067,3.7896,3.9419,4.365,4.4021,4.3925,5.2563,,,3.6414,3.7419,4.1549,3.6372,3.8003,4.5706,,,,,,,6.2947,6.2831,6.3083,,,,,5275.0027,3.2149,,,,,,,,,0.09857,0.15036,0.25,0.3425,0.144,0.1912,0.2475,3.7896
2012/2/15,,,,,,,,,,6.3,,,3.5415,1.93,,,,,,,,,,,,,,,,,,,,,,,,,2366.702,2549.607,9673.439,0.935315,1.090358,1.358624,21.931,27.5,129.664,98.861021,58.09037,73.929371,,,,,,,3.0213,3.9072,4.1349,4.4414,4.6011,4.6716,5.2436,5.2734,,3.6975,3.7164,4.1156,3.6945,3.7461,4.5508,,,,,,,6.2958,6.2871,6.3123,,,,,5469.2785,3.245,,,,,,,,,0.09857,0.15,0.235,0.34143,0.143,0.1912,0.246,3.9072
2012/2/16,,,,,,,,,,6.3016,,,3.5477,1.99,,,,,,,,,,,,,,,,,,,,,,,,,2356.86,2536.074,9622.83,-0.415853,-0.530788,-0.523175,-9.842,-13.533,-50.609,95.051169,54.395431,74.062103,,,,,,,3.6094,4.365,5.0443,5.1616,5.1518,5.2618,5.4,,5.1791,3.7454,3.7098,4.081,3.7322,3.7015,4.5014,,,,,,,6.2991,6.2856,6.3108,,,,,4485.8969,3.8977,,,,,,,,,0.09857,0.15,0.23143,0.34214,0.142,0.1907,0.2455,4.365
2012/2/17,,,,,,,,,,6.2991,,,3.5431,2.01,,,,,,,,,,,,,,,,,-90,,,,,,,,2357.181,2537.086,9615.339,0.01362,0.039904,-0.077846,0.321,1.012,-7.491,71.924839,38.994716,56.136973,,,,,,,4.7433,5.3142,5.7142,5.6611,5.9586,5.9427,5.5376,,,3.9058,3.7733,4.0777,3.8701,3.7044,4.4127,,,,,,,6.2951,6.2861,6.3113,,,,,3632.6885,4.9533,,,,,,,,,0.09857,0.13571,0.22357,0.34071,0.141,0.1887,0.2455,5.3142
2012/2/20,,,,,,,,,,6.3017,,,3.5231,,,,,,,,,,,,,,,,,,,,,,,,,,2363.597,2540.706,9616.649,0.27219,0.142683,0.013624,6.416,3.62,1.31,88.911586,56.153329,69.808096,,,,,,,4.812,5.3755,5.7151,5.7,5.6245,5.6601,5.4191,,5,4.2865,4.0279,4.1592,4.2052,3.9002,4.3212,,,,,,,6.2938,6.2841,6.3093,,,,,3761.0596,5.029,,,,,,,,,0.09929,0.12393,0.21321,0.33357,,0.1887,0.2455,5.3755
2012/2/21,,,,,,,,,,6.2964,,,3.5347,2.05,,,,,,,,,,,,,,,,,,,,,,,,,2381.43,2562.453,9695.87,0.754486,0.855943,0.82379,17.833,21.747,79.221,79.348669,47.894808,65.340215,,,,,,,4.9386,5.2509,5.617,5.8334,5.8719,5.6651,5.58,5.3,5,4.6426,4.2628,4.2311,4.5488,4.093,4.2044,,,,,,,6.296,6.2866,6.3118,,,,,3743.3809,5.0771,,,,,,,,,0.09893,0.12143,0.20429,0.31714,0.1405,0.1897,0.2455,5.2509
2012/2/22,,,,,,,,,,6.296,,,3.5362,2.01,,,,,,,,,,,,,,,,,,,,,,,,,2403.587,2597.476,9862.535,0.930407,1.366776,1.718928,22.157,35.023,166.665,118.684269,76.376656,92.074202,,,,,,,5.0588,5.1028,5.0119,5.8113,5.8206,5.8699,5.4,,,4.9144,4.4535,4.3115,4.841,4.2677,4.1693,,,,,,,6.2988,6.2812,6.3063,,,,,3705.2618,5.0988,,,,,,,,,0.09929,0.12143,0.20143,0.30607,0.1405,0.1897,0.2445,5.1028
2012/2/23,,,,,,,,,,6.2985,,,3.5351,1.99,,,,,,,,,,,,,,,,,,,,,,,,,2409.554,2606.256,9918.942,0.248254,0.33802,0.571932,5.967,8.78,56.407,112.553593,70.377126,84.915555,,,,,,,5.2563,5.5056,6.3836,5.7614,5.604,5.6531,,,,5.1072,4.5922,4.3846,5.0805,4.4064,4.1746,,,,,,,6.3031,6.2821,6.3073,,,,,4017.8433,5.3772,,,,,,,,,0.09929,0.12071,0.20071,0.30393,0.1395,0.1897,0.244,5.5056
2012/2/24,,,,,,,,,,6.2978,,,3.5259,1.98,,,,,,,,,,,,,,,,,20,,,,,,,,2439.628,2648.017,10124.154,1.248115,1.602337,2.06889,30.074,41.761,205.212,134.903249,85.999708,90.353416,,,,,,,4.6424,4.481,4.3336,4.6,5.1525,5.2368,5.3875,4.9,,5.3142,4.7817,4.5136,5.3108,4.5904,4.2598,,,,,,,6.2965,6.2821,6.3073,,,,,4113.3899,4.618,,,,,,,,,0.09857,0.12143,0.20143,0.30214,0.1385,0.1897,0.244,4.481
2012/2/27,,,,,,,,,,6.3019,,,3.5549,1.92,,,,,,,,,,,,,,,,,,,,,,,,,2447.057,2656.573,10177.332,0.304514,0.32311,0.525259,7.429,8.556,53.178,158.073244,101.514034,107.766371,,,,,,,3.0241,3.664,4.3941,4.7336,4.6,5.0201,5,,,5.1122,4.8,4.5148,5.1448,4.675,4.2727,,,,,,,6.2985,6.2826,6.3078,,,,,4866.7299,3.2123,,,,,,,,,0.09929,0.12143,0.20143,0.30286,0.139,0.1887,0.244,3.664
2012/2/28,,,,,,,,,,6.299,,,3.5527,1.94,,,,,,,,,,,,,,,,,,,,,,,,,2451.857,2662.463,10161.86,0.196154,0.221714,-0.152024,4.8,5.89,-15.472,118.361993,77.592536,87.559765,,,,,,,2.693,3.655,4.3276,4.6661,4.6829,4.84,,,,4.7219,4.6924,4.427,4.8024,4.6756,4.238,,,,,,,6.2961,6.2881,6.3133,,,,,5738.488,2.9566,,,,,,,,,0.09786,0.12143,0.20071,0.30214,0.139,0.1887,0.244,3.655
2012/2/29,16000,562360.4,99160.74,15039.92,18.5,20.5,21.3,99.77355,11380.7,6.2936,,0.2,3.5418,1.98,77.26,,45846,4949,16.27,4.24,1.04,1.7,1.69,5.28,5.08,118.46,2.9,119.56,111.47661,21188.8252,,,5.8,,,,,105,2428.487,2634.143,10054.845,-0.953155,-1.063677,-1.053104,-23.37,-28.32,-107.015,95.536952,59.120206,66.990425,2608.2,,,,1138333,1063135,2.6038,3.48,4.3858,4.4296,4.68,4.6704,5.2813,,,4.387,4.5871,4.3471,4.4843,4.6626,4.2044,,,,,,,6.2919,6.2836,6.3088,,21.9,,,5259.8523,2.787,,,,,,,,,0.09786,0.12,0.2,0.30357,0.139,0.1887,0.2435,3.48
2012/3/1,,,,,,,,,,6.3002,,,3.5566,2.03,,,,,,,,,,,,,,,,,,,,125.1,,,,,2426.115,2633.345,10060.957,-0.097674,-0.030294,0.060787,-2.372,-0.798,6.112,75.083289,42.148441,55.626022,,,,,,,2.5195,3.2816,3.8452,4.4335,4.5989,4.6032,4.9778,,5,4.0626,4.4585,4.2552,4.1597,4.6201,4.1608,,,,,,,6.3016,6.2841,6.3093,,,,,5202.1119,2.7327,,,,,,,,,0.09857,0.12071,0.20071,0.3025,0.1385,0.1887,0.243,3.2816
2012/3/2,,,,,,,,,,6.2982,,,3.5693,1.99,,,,,,,,,,,,,,,,,-280,,,124.99,,,,,2460.693,2679.934,10299.935,1.425242,1.769195,2.375301,34.578,46.589,238.978,103.228378,64.122034,73.2274,,,,,,,2.5449,3.2776,3.8432,4.0241,4.4641,4.6265,,,5.1601,3.6619,4.2869,4.1507,3.7135,4.5121,4.1083,,,,,,,6.298,6.2861,6.3113,,,,,4536.3772,2.6956,,,,,,,,,0.09929,0.12143,0.20071,0.30214,0.1395,0.1886,0.24275,3.2776
2012/3/5,,,,,,,,,,6.3067,,,3.5628,2,,,,,,,,,,,,,,,,,,,,124.92,,,,,2445.002,2662.698,10226.438,-0.637666,-0.64315,-0.713568,-15.691,-17.236,-73.497,112.693326,71.395458,81.006402,,,,,,,2.456,3.1529,3.553,3.9112,4.4199,4.4659,4.7,,5.0526,3.4505,4.0789,4.0714,3.4738,4.3093,4.1048,,,,,,,6.3121,6.2841,6.3093,,,,,5249.0297,2.6364,,,,,,,,,0.09786,0.12,0.18286,0.30214,0.1405,0.1886,0.24275,3.1529
2012/3/6,,,,,,,,,,6.308,,,3.5579,1.96,,,,,,,,,,,,,,,,,,,,124.56,,,,,2410.445,2621.052,10093.814,-1.413373,-1.564053,-1.296874,-34.557,-41.646,-132.624,103.709012,62.447148,75.558223,,,,,,,2.3281,3.1402,3.6932,3.7465,4.1899,4.0832,4.655,,5,3.3474,3.8679,3.9841,3.3718,4.0871,4.0901,,,,,,,6.3141,6.2931,6.3184,,,,,5489.443,2.5149,,,,,,,,,0.09857,0.12071,0.18143,0.30214,0.1415,0.1886,0.24275,3.1402
2012/3/7,,,,,,,,,,6.3099,,,3.5526,1.98,,,,,,,,,,,,,,,,,,,,123.82,,,,,2394.794,2603.005,10054.865,-0.649299,-0.68854,-0.38587,-15.651,-18.047,-38.949,94.790636,56.948733,70.497997,,,,,,,2.3251,3.0978,3.6797,3.643,3.9975,4.2051,4.8111,4.4,5.08,3.2518,3.6819,3.9024,3.2681,3.8762,4.072,,,,,,,6.3213,6.2936,6.3189,,,,,5387.8703,2.4868,,,,,,,,,0.09821,0.115,0.16786,0.30214,0.1415,0.1886,0.24275,3.0978
2012/3/8,,,,,,,,,,6.3165,,,3.539,2.03,,,,,,,,,,,,,,,,,,,,124.02,,,,,2420.276,2635.791,10171.128,1.064058,1.259544,1.156286,25.482,32.786,116.263,96.782134,57.549413,67.964181,,,,,,,2.3262,2.9437,3.5985,3.6045,3.9704,4.0973,,,,3.1814,3.5154,3.8202,3.1917,3.6757,4.041,,,,,,,6.3235,6.2958,6.3211,,,,,5507.257,2.4642,,,,,,,,,0.09857,0.11286,0.16286,0.30214,0.1415,0.1886,0.24175,2.9437
2012/3/9,,,,,,,,,,6.3107,,,3.5362,2.04,,,,,,,,,,,,,,,,,30,,,123.97,,,,,2439.462,2664.302,10334.384,0.79272,1.081687,1.605092,19.186,28.511,163.256,100.624055,55.258921,73.265502,,,,,,,2.3249,2.9906,3.7315,3.78,4.0718,4.3257,,,,3.1084,3.3183,3.7293,3.1236,3.4185,4.0045,,,,,,,6.3073,6.3016,6.3269,,,,,5205.1501,2.4487,,,,,,,,,0.09857,0.11214,0.16214,0.30214,0.1415,0.1886,0.24175,2.9906
2012/3/12,,,,,,,,,,6.3265,,,3.5367,2.04,,,,,,,,,,,,,,,,,,,,124.05,,,,,2434.859,2654.402,10300.503,-0.188689,-0.371579,-0.327847,-4.603,-9.9,-33.881,106.223059,62.327216,75.021533,,,,,,,2.3125,2.8037,2.9384,3.7896,4.032,4.6761,,,,3.0541,3.2042,3.6523,3.0649,3.2693,3.9721,,,,,,,6.3282,6.2981,6.3234,,,,,5777.7107,2.418,,,,,,,,,0.09786,0.11321,0.1625,0.3025,0.1425,0.1886,0.24175,2.8037
2012/3/13,,,,,,,,,,6.327,,,3.5442,2.14,,,,,,,,,,,,,,,,,,,,,,,,,2455.795,2681.073,10427.243,0.859844,1.004784,1.230425,20.936,26.671,126.74,104.649712,58.404469,76.339378,,,,,,,2.3252,3.0015,3.0642,3.6348,4.0192,4.15,,,,2.9786,3.1184,3.5621,2.9947,3.1833,3.9295,,,,,,,6.3259,6.3116,6.3369,,,,,6161.0763,2.4508,,,,,,,,,0.09857,0.1125,0.16179,0.30143,0.1437,0.1877,0.24175,3.0015
