date,M0009942,M0001629,M0150193,M0062858,M0043821,M0061518,M0000545,G0008368,G0003882,M0067855,M0009808,S2707403,M1001654,G0000891,M0009870,S0000236,S0114186,S0114187,S0047907,S0047914,S0047919,S0047926,S0047925,S0047927,S0047934,S0047905,M0001022,S5116010,M5464271,M0000272,M0061614,M0024072,S0073285,S5914515,S0178726,M0001427,M5405212,M0012303,M0020188,M0020209,M0020251,M0020194,M0020215,M0020257,M0020193,M0020214,M0020256,M0020191,M0020212,M0020254,M0000604,M0012939,M0012948,M0012949,M0010157,M0010160,M0041652,M0041653,M0041654,M0041655,M0041656,M0041657,M0041658,M0041659,M0041660,M0017146,M0017147,M0017148,M0017149,M0017150,M0017151,M0041372,M0041374,M0041378,M0041371,M0041373,M0041377,M0000185,M0058007,M0066316,M5523040,M5438206,M0012288,M0012988,M0041739,M0041743,M5207472,M0011453,M5781505,M0011456,M5207480,M0011454,M5207487,M5207488,M0062945,M0062946,M0062947,M0062948,G0000894,G0000895,G0000897,y
2015/10/1,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1325,0.15365,0.194,
2015/10/2,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0543,0.09386,0.13157,0.24286,0.1325,0.15595,0.1947,
2015/10/5,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05071,0.09457,0.13086,0.24286,0.1325,0.157,0.19375,
2015/10/6,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.09371,0.12943,0.24143,0.132,0.15645,0.1941,
2015/10/7,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04929,0.09371,0.13014,0.24357,0.1315,0.156,0.19605,
2015/10/8,,,,,,,,,,6.3537,,,3.2363,2.12,,,,,,,,,,,,,,,,,,,,81.64,,,,,3143.3573,3296.482,10394.734,2.966996,2.920263,4.069622,90.5759,93.5345,406.484,234.27605,132.081768,230.687958,,,,,,,1.9087,2.416,2.7483,3.0302,3.0369,2.9,3.4258,,,2.4029,2.4009,2.4028,2.4061,2.4022,2.4065,1200,,,2.35,,,6.3505,6.3373,6.3627,,,,,21611.8761,2.0203,,,,,,,,,0.05214,0.093,0.13014,0.24286,0.131,0.1553,0.19545,2.416
2015/10/9,,,,,,,,,,6.3453,,,3.1963,2.12,,,,,,,,,,,,,,,,,400,,,81.59,,,,,3183.1516,3340.1159,10540.194,1.265981,1.32365,1.399362,39.7943,43.6339,145.46,234.851445,124.3525,241.885579,,,,,,,1.8799,2.4826,2.7249,2.8709,3.0964,3.1172,3.3915,,,2.3936,2.4033,2.403,2.392,2.4045,2.4043,,,,,,,6.3493,6.3363,6.3617,,,,,19256.1334,2.0792,,,,,,,,,0.05614,0.09443,0.13014,0.24214,0.132,0.15645,0.19685,2.4826
2015/10/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8785,2.3645,2.6958,2.7,3.0579,,3.2151,3.417,3.6,2.417,2.4143,2.4119,2.4123,2.4107,2.4096,,,,,,,,,,,,,,13956.5205,1.9028,,,,,,,,,,,,,,,,2.3645
2015/10/12,,,,,,,,,,6.323,,,3.1466,,,,,,,,,,,,,,,,,,,,,81.76,,,,,3287.6624,3447.6934,10961.363,3.283249,3.220771,3.995837,104.5108,107.5775,421.169,386.294715,221.400468,341.342677,,,,,,,1.9077,2.4227,2.7387,2.7772,3.0765,3.1468,3.2899,3.4,,2.4106,2.408,2.4066,2.4104,2.4078,2.4062,,,,,,,6.3406,6.3233,6.3487,,,,,20292.3336,1.9578,,,,,,,,,0.05174,0.09657,0.13371,0.24286,,0.1553,0.19325,2.4227
2015/10/13,,,,,,,,,,6.3429,,,3.1321,2.06,,,,,,,,,,,,,,,,,,,,81.71,,,,,3293.2301,3445.0431,11042.13,0.169351,-0.076872,0.736834,5.5677,-2.6503,80.767,297.153133,145.433786,295.156226,,,,,,,1.9031,2.4562,2.7504,2.8174,3.0675,3.1268,3.2696,3.15,,2.4146,2.4101,2.4077,2.4144,2.4091,2.4054,400,,,2.35,,,6.3231,6.3104,6.3356,,,,,20851.0795,1.9494,,,,,,,,,0.05173,0.09057,0.12986,0.24114,0.132,0.15595,0.19575,2.4562
2015/10/14,,,,,,,,,,6.3477,,,3.0562,1.99,,,,,,,,,,,,,,,,,,,,81.63,,,,,3262.4414,3406.1116,10901.479,-0.934909,-1.130073,-1.273767,-30.7887,-38.9315,-140.651,295.077739,152.173938,296.102786,,,,,,,1.9072,2.4729,2.7166,2.8681,3.0392,3.1362,3.2015,3.13,,2.4285,2.4189,2.413,2.4279,2.417,2.4081,,,,,,,6.3408,6.3323,6.3577,,,,,20803.1453,1.9603,,,,,,,,,0.04993,0.09057,0.13057,0.24043,0.132,0.1538,0.199,2.4729
2015/10/15,,,,,,,,,,6.346,,,3.0642,2.04,,,,,,,,,,,,,,,,,,,,81.68,,,,,3338.073,3486.815,11229.38,2.318252,2.36937,3.007858,75.6316,80.7034,327.901,316.283851,171.158299,308.490268,,,,,,,1.9057,2.4594,2.7123,3.0125,3.044,3.0786,3.2058,3.25,3.8582,2.4416,2.4235,2.4188,2.4399,2.4159,2.4094,500,,,2.35,,,6.3402,6.3283,6.3537,,,,,20806.8241,1.9687,,,,,,,,,0.05186,0.09129,0.13057,0.24114,0.1325,0.1545,0.19675,2.4594
2015/10/16,,,,,,,,,,6.3529,,,3.1009,2.04,,,,,,,,,,,,,,,,,-700,,,81.61,,,,,3391.3516,3534.0653,11374.834,1.596089,1.355113,1.295299,53.2786,47.2503,145.454,395.460575,208.964709,357.297285,,,,,,,1.9043,2.4284,2.7399,3.0501,3.033,3.2552,3.1903,,,2.4401,2.4312,2.4238,2.4353,2.4238,2.4136,,,,,,,6.3436,6.3338,6.3592,,,,,21946.5635,1.9524,,,,,,,,,0.04726,0.08986,0.12843,0.24186,0.132,0.1555,0.19425,2.4284
2015/10/19,,,,,,,,,,6.3601,,,3.1091,2.04,,,,,,,,,,,,,,,,,,,,81.62,,,,,3386.7003,3534.1821,11391.013,-0.137152,0.003305,0.142235,-4.6513,0.1168,16.179,378.112183,207.606744,354.36316,,,,,,,1.9049,2.4408,2.7097,2.7957,3.0194,3.0922,3.2872,,3.8281,2.448,2.4339,2.425,2.4479,2.4292,2.4161,,,,,,,6.3527,6.3473,6.3727,,,,,22981.5878,1.9553,,,,,,,,,0.05006,0.09214,0.133,0.23971,0.1315,0.1558,0.196,2.4408
2015/10/20,,,,,,,,,,6.3488,,,3.0776,2.08,,,,,,,,,,,,,,,,,,,,81.59,,,,,3425.3303,3577.7027,11597.08,1.140638,1.231419,1.809031,38.63,43.5206,206.067,318.973758,179.025108,328.949421,,,,,,,1.9204,2.4324,2.7614,2.8186,3.0278,3.0444,3.2522,3.35,,2.4501,2.4368,2.4274,2.4517,2.4331,2.4189,250,,,2.35,,,6.3614,6.3545,6.3799,,,,,23032.1445,1.9613,,,,,,,,,0.04316,0.09143,0.12943,0.23971,0.132,0.15625,0.1965,2.4324
2015/10/21,,,,,,,,,,6.3482,,,3.0347,2.04,,,,,,,,,,,,,,,,,,,,81.69,,,,,3320.6761,3473.2544,10915.986,-3.055302,-2.919424,-5.872978,-104.6542,-104.4483,-681.094,458.455428,282.07605,421.745957,,,,,,,1.9075,2.4295,2.7392,2.8685,2.9589,3.0167,3.2058,3.15,3.9,2.4449,2.4388,2.4281,2.4469,2.4374,2.4198,,,,,,,6.3473,6.3298,6.3552,,,,,23687.7588,1.9519,,,,,,,,,,,,,0.132,0.15605,0.1948,2.4295
2015/10/22,,,,,,,,,,6.3574,,,3.0568,2.04,,,,,,,,,,,,,,,,,,,,81.79,,,,,3368.7388,3524.5339,11305.103,1.447377,1.476411,3.564653,48.0627,51.2795,389.117,323.739341,184.30558,326.831309,,,,,,,1.9117,2.4538,2.711,3,2.9317,2.9927,3.1078,3.1,,2.4365,2.4385,2.4287,2.4377,2.4388,2.4216,200,,,2.35,,,6.3497,6.3343,6.3597,,,,,25956.7027,1.9808,,,,,,,,,0.05071,0.09286,0.12871,0.24043,0.132,0.15625,0.19695,2.4538
2015/10/23,,,,,,,,,,6.35,,,3.0331,2.09,,,,,,,,,,,,,,,,,-450,,,81.47,,,,,3412.4338,3571.2411,11603.456,1.297073,1.325202,2.6391,43.695,46.7072,298.353,347.372854,198.294478,378.978831,,,,,,,1.9149,2.4465,2.8382,3.095,2.9363,3.0856,3.1475,3.05,,2.4359,2.4374,2.4308,2.4354,2.4354,2.423,,,,,,,6.3595,6.3453,6.3707,,,,,24738.8307,1.9786,,,,,,,,,0.04799,0.09093,0.12129,0.23043,0.1315,0.1545,0.1935,2.4465
2015/10/24,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015/10/26,,,,,,,,,,6.3529,,,3.0206,2.07,,,,,,,,,,,,,,,,,,,,81.46,,,,,3429.5809,3589.2611,11687.772,0.502489,0.504586,0.726646,17.1471,18.02,84.316,365.560853,204.248863,391.547485,,,,,,,1.8436,2.4369,2.7659,2.8962,2.8621,2.9091,3.0827,3,,2.44,2.443,2.4332,2.4393,2.4436,2.4257,,,,,,,6.3549,6.3438,6.3692,,,,,23942.7937,1.8971,,,,,,,,,0.04643,0.09079,0.12079,0.22443,0.1315,0.1529,0.19355,2.4369
2015/10/27,,,,,,,,,,6.3532,,,2.9845,2.05,,,,,,,,,,,,,,,,,,,,81.33,,,,,3434.336,3592.8794,11758.413,0.13865,0.100809,0.604401,4.7551,3.6183,70.641,328.172768,192.05614,366.33202,,,,,,,1.793,2.3513,2.6921,2.9,2.8081,3.1,3.1212,,3.9,2.4371,2.4421,2.4332,2.4369,2.4443,2.4267,100,,,2.25,,,6.3494,6.3383,6.3637,,,,,23429.175,1.8627,,,,,,,,,0.04571,0.09007,0.11866,0.2155,0.1315,0.1528,0.19075,2.3513
2015/10/28,,,,,,,,,,6.3592,,,2.9832,2.1,,,,,,,,,,,,,,,,,,,,81.51,,,,,3375.1961,3524.9199,11494.347,-1.722018,-1.891505,-2.245762,-59.1399,-67.9595,-264.066,293.523284,170.977098,341.529332,,,,,,,1.791,2.344,2.6448,2.6131,2.7769,2.9275,3.0457,3.18,,2.4166,2.4274,2.4252,2.4204,2.4337,2.4253,,,,,,,6.3536,6.3413,6.3667,,,,,23091.3712,1.8579,,,,,,,,,0.04544,0.08693,0.119,0.21021,0.132,0.1531,0.1883,2.344
2015/10/29,,,,,,,,,,6.3567,,,3.0305,2.19,,,,,,,,,,,,,,,,,,,,81.45,,,,,3387.3154,3533.3065,11566.662,0.35907,0.237923,0.629135,12.1193,8.3866,72.315,235.676026,127.010446,281.809603,,,,,,,1.7928,2.389,2.6339,2.6638,2.7248,2.8,3.0514,3.2,,2.3977,2.4125,2.4158,2.404,2.4208,2.4184,100,,,2.25,,,6.3596,6.3453,6.3707,,,,,23757.7158,1.8653,,,,,,,,,0.05071,0.08621,0.11686,0.20736,0.132,0.1575,0.193,2.389
2015/10/30,,,,,,,,,,6.3175,,,3.0418,2.16,,,,,,,,,,,,,,,,,-250,,,81.45,,,,,3382.5612,3534.0788,11546.051,-0.140353,0.021858,-0.178193,-4.7542,0.7723,-20.611,243.595118,139.141914,296.335951,,,,,,,1.785,2.3821,2.6377,2.6718,2.7225,2.7113,3.0732,,,2.3879,2.4061,2.4133,2.3918,2.4136,2.4187,,,,,,,6.3495,6.3323,6.3577,,,,,21855.3701,1.8349,,,,,,,,,0.05643,0.08836,0.12114,0.21021,0.1248,0.1559,0.192,2.3821
2015/10/31,5785,926473.22,183925.27,114198.03,15.5,17.5,5.6,99.86983,12911.2,,,-1.1,,,87.7,,39080,3848,16.55,4.87,1.46,2.63,1.86,3.23,6.25,130.57,-0.0173,48.57,115.715158,447424.8814,,,-25.2,,,28278.8896,,103.8,,,,,,,,,,,,,3230.9182,,,,1885793,1739468,,,,,,,,,,,,,,,,,,,,,,,,,,18.97,,,,,,,,,,,,,,,,,,,,
2015/11/2,,,,,,,,,,6.3379,,,3.0533,2.2,,,,,,,,,,,,,,,,,,,,81.3,,,,,3325.0846,3475.9623,11304.882,-1.699204,-1.64446,-2.088757,-57.4766,-58.1165,-241.169,230.951129,130.002568,274.690912,,,,,,,1.7901,2.3664,2.6136,2.6254,2.6779,2.7752,3.0632,,,2.378,2.4014,2.4108,2.3789,2.4091,2.4192,,,,,,,6.3154,6.3054,6.3306,,,,,22307.1371,1.8436,,,,,,,,,0.05321,0.0905,0.119,0.20807,0.131,0.15365,0.19,2.3664
2015/11/3,,,,,,,,,,6.3366,,,3.0659,2.23,,,,,,,,,,,,,,,,,,,,81.33,,,,,3316.6954,3465.4927,11288.144,-0.2523,-0.3012,-0.14806,-8.3892,-10.4696,-16.738,192.897428,101.401876,224.051318,,,,,,,1.7873,2.4434,2.6515,2.6329,2.6432,2.7734,3.06,,,2.3675,2.3938,2.4061,2.3662,2.4015,2.4173,100,,,2.25,,,6.331,6.3233,6.3487,,,,,24757.9219,1.8829,,,,,,,,,0.05001,0.08586,0.11971,0.20843,0.131,0.1541,0.1922,2.4434
2015/11/4,,,,,,,,,,6.336,,,3.0812,2.25,,,,,,,,,,,,,,,,,,,,81.32,,,,,3459.6396,3628.5377,11884.9,4.309838,4.704814,5.286573,142.9442,163.045,596.756,339.07873,205.423865,339.438199,,,,,,,1.7901,2.3889,2.6238,2.5626,2.4922,2.8239,2.9831,,,2.3882,2.3989,2.4102,2.3846,2.4025,2.42,,,,,,,6.3343,6.3248,6.3502,,,,,24585.46,1.8474,,,,,,,,,0.05071,0.08836,0.12186,0.2095,0.131,0.1549,0.1932,2.3889
2015/11/5,,,,,,,,,,6.3466,,,3.1356,2.26,,,,,,,,,,,,,,,,,,,,81.27,,,,,3522.8185,3705.9697,11939.81,1.82617,2.133973,0.462015,63.1789,77.432,54.91,553.254947,398.046568,429.137163,,,,,,,1.7924,2.3462,2.6258,2.5939,2.6253,2.8603,3.05,,,2.3948,2.3959,2.4079,2.3935,2.3987,2.4188,100,,,2.25,,,6.3381,6.3253,6.3507,,,,,25644.495,1.8438,,,,,,,,,0.04929,0.08836,0.11829,0.20664,0.131,0.15605,0.19475,2.3462
2015/11/6,,,,,,,,,,6.353,,,3.1195,2.34,,,,,,,,,,,,,,,,,0,,,81.27,,,,,3590.0324,3793.3739,12273.351,1.907958,2.35847,2.79352,67.2139,87.4042,333.541,429.167033,298.753076,377.370581,,,,,,,1.7852,2.3517,2.6208,2.6395,2.6557,2.85,3.0415,,,2.3842,2.3857,2.4003,2.3854,2.3886,2.412,,,,,,,6.3459,6.3361,6.3615,,,,,24680.4184,1.8248,,,,,,,,,0.04786,0.08764,0.11686,0.20093,0.131,0.15495,0.1945,2.3517
2015/11/9,,,,,,,,,,6.3622,,,3.1424,2.36,,,,,,,,,,,,,,,,,,,,81.31,,,,,3646.8811,3840.3547,12453.241,1.583515,1.238496,1.465696,56.8487,46.9808,179.89,503.016682,356.804823,422.232446,,,,,,,1.7955,2.3436,2.6338,2.7929,2.6889,3.0686,3.0372,3.1194,3.7,2.3765,2.3771,2.3957,2.3791,2.379,2.4113,,,,,,,6.3578,6.3503,6.3757,,,,,24991.7122,1.8426,,,,,,,,,0.04384,0.08764,0.11829,0.20236,0.131,0.1556,0.197,2.3436
2015/11/10,,,,,,,,,,6.3618,,,3.2206,2.32,,,,,,,,,,,,,,,,,,,,81.3,,,,,3640.4853,3833.2379,12500.528,-0.175377,-0.185316,0.379716,-6.3958,-7.1168,47.287,429.746576,286.519603,400.913319,,,,,,,1.7927,2.3643,2.6384,2.7302,2.6924,2.8793,3.0589,3.05,,2.3697,2.3689,2.3895,2.3744,2.3703,2.4073,100,,,2.25,,,6.3602,6.3458,6.3712,,,,,24558.0502,1.8495,,,,,,,,,0.04786,0.08693,0.11614,0.1995,0.131,0.1562,0.1955,2.3643
2015/11/11,,,,,,,,,,6.3665,,,3.1776,,,,,,,,,,,,,,,,,,,,,81.15,,,,,3650.2494,3833.6457,12677.537,0.268209,0.010639,1.416012,9.7641,0.4078,177.009,360.972651,232.234296,382.124838,,,,,,,1.7991,2.3602,2.6261,2.7447,2.7033,2.9108,3.06,3.0558,3.6,2.357,2.3687,2.3854,2.3581,2.3714,2.4025,,,,,,,6.3614,6.3468,6.3722,,,,,24478.5997,1.8558,,,,,,,,,0.04786,0.08764,0.11686,0.19807,,0.15495,0.19575,2.3602
2015/11/12,,,,,,,,,,6.3692,,,3.1531,2.32,,,,,,,,,,,,,,,,,,,,80.94,,,,,3632.9016,3795.3241,12635.393,-0.47525,-0.999612,-0.332431,-17.3478,-38.3216,-42.144,361.7176,217.537647,403.545112,,,,,,,1.8051,2.3504,2.6301,2.7653,2.7318,2.9435,3.0301,3.08,3.6,2.3531,2.3688,2.3814,2.3524,2.3729,2.3969,100,,,2.25,,,6.3628,6.3523,6.3777,,,,,23646.2409,1.861,,,,,,,,,0.04571,0.08836,0.11829,0.19664,0.1305,0.15625,0.197,2.3504
2015/11/13,,,,,,,,,,6.374,,,3.1285,2.28,,,,,,,,,,,,,,,,,0,,,80.96,,,,,3580.8388,3746.2422,12402.036,-1.433091,-1.29322,-1.846852,-52.0628,-49.0819,-233.357,345.870933,203.489891,362.993476,,,,,,,1.797,2.3417,2.642,2.7182,2.7189,2.8501,3.05,3.08,,2.353,2.3648,2.3767,2.3527,2.3691,2.3914,,,,,,,6.3655,6.3553,6.3807,,,,,23860.9384,1.8415,,,,,,,,,0.04571,0.0855,0.11614,0.19664,0.131,0.1559,0.19725,2.3417
2015/11/16,,,,,,,,,,6.3724,,,3.1305,2.27,,,,,,,,,,,,,,,,,,,,81.01,,,,,3606.9574,3764.1262,12620.38,0.729399,0.477385,1.76055,26.1186,17.884,218.344,276.187057,161.690901,292.408242,,,,,,,1.7959,2.3448,2.5939,2.7265,2.6517,2.8433,3.0627,3.2,,2.3503,2.3602,2.372,2.3506,2.3649,2.387,,,,,,,6.375,6.3632,6.3888,,,,,24538.7823,1.846,,,,,,,,,0.04786,0.08193,0.11543,0.19736,0.131,0.1563,0.19925,2.3448
2015/11/17,,,,,,,,,,6.3786,,,3.1398,2.25,,,,,,,,,,,,,,,,,,,,80.97,,,,,3604.7951,3758.3869,12511.545,-0.059948,-0.152474,-0.862375,-2.1623,-5.7393,-108.835,383.575468,248.533071,403.496948,,,,,,,1.801,2.3663,2.6674,3.3565,2.7,3.0025,3.0546,,,2.3499,2.3574,2.3679,2.351,2.3627,2.3821,100,,,2.25,,,6.374,6.3603,6.3857,,,,,24319.7831,1.859,,,,,,,,,0.04714,0.08479,0.11757,0.19879,0.131,0.15675,0.2025,2.3663
2015/11/18,,,,,,,,,,6.3849,,,3.1416,2.27,,,,,,,,,,,,,,,,,,,,80.92,,,,,3568.4676,3715.5796,12283.758,-1.007755,-1.138981,-1.820614,-36.3275,-42.8073,-227.787,297.580734,185.689495,306.149511,,,,,,,1.8005,2.3159,2.7521,3.3462,2.7695,3.2292,3.0853,3.05,,2.3508,2.3531,2.366,2.3509,2.3545,2.3785,,,,,,,6.3796,6.3667,6.3923,,,,,25238.1636,1.8628,,,,,,,,,0.05143,0.08357,0.113,0.19807,0.131,0.1561,0.20675,2.3159
2015/11/19,,,,,,,,,,6.384,,,3.1546,2.24,,,,,,,,,,,,,,,,,,,,80.92,,,,,3617.062,3774.969,12609.844,1.361761,1.598378,2.654611,48.594,59.389,326.086,247.915576,154.631989,294.46743,,,,,,,1.8013,2.3513,2.6193,2.8933,2.7221,3.1285,3.052,,3.55,2.3408,2.3455,2.3597,2.3419,2.3471,2.3729,200,,,2.25,,,6.3791,6.3757,6.4013,,,,,24874.1534,1.86,,,,,,,,,0.04214,0.08071,0.11014,0.19349,0.13,0.15845,0.21325,2.3513
2015/11/20,,,,,,,,,,6.385,,,3.1439,2.26,,,,,,,,,,,,,,,,,100,,,80.84,,,,,3630.4995,3774.3833,12702.034,0.371503,-0.015515,0.731095,13.4375,-0.5857,92.19,310.801972,186.951689,364.726731,,,,,,,1.8005,2.3153,2.6827,2.7906,2.759,3.117,3.0536,,,2.3416,2.3459,2.3571,2.3418,2.3473,2.368,,,,,,,6.378,6.3657,6.3913,,,,,23529.9261,1.8526,,,,,,,,,0.04643,0.07929,0.10729,0.19014,0.131,0.1564,0.2115,2.3153
2015/11/23,,,,,,,,,,6.3896,,,3.1304,2.25,,,,,,,,,,,,,,,,,,,,80.82,,,,,3610.3195,3753.3351,12586.691,-0.555846,-0.557659,-0.908067,-20.18,-21.0482,-115.343,315.997474,175.626812,362.385503,,,,,,,1.8008,2.3325,2.7765,2.8993,2.7709,3.2015,3.05,,,2.3352,2.3409,2.3512,2.3367,2.3436,2.3613,,,,,,,6.3867,6.3722,6.3978,,,,,24575.57,1.8599,,,,,,,,,0.04726,0.08143,0.108,0.1955,0.1305,0.1569,0.221,2.3325
2015/11/24,,,,,,,,,,6.3895,,,3.1359,2.24,,,,,,,,,,,,,,,,,,,,80.82,,,,,3616.1125,3753.8887,12694.856,0.160457,0.01475,0.85936,5.793,0.5536,108.165,248.810524,143.383283,283.930676,,,,,,,1.7971,2.337,2.7444,2.982,2.8065,3.3324,3.05,,3.3,2.3331,2.3395,2.3479,2.3343,2.3426,2.3565,100,,,2.25,,,6.3888,6.3762,6.4018,,,,,25365.8639,1.8612,,,,,,,,,0.04071,0.07843,0.10571,0.19286,0.1305,0.1563,0.225,2.337
2015/11/25,,,,,,,,,,6.3892,,,3.0945,2.23,,,,,,,,,,,,,,,,,,,,80.68,,,,,3647.93,3781.6069,12893.228,0.879881,0.738386,1.562617,31.8175,27.7182,198.372,273.024857,151.944941,325.415891,,,,,,,1.7976,2.3641,2.7021,2.9951,2.7848,3.265,3.05,,3.55,2.3299,2.3378,2.3466,2.3295,2.3402,2.3558,,,,,,,6.3877,6.3742,6.3998,,,,,25906.5232,1.8561,,,,,,,,,0.04429,0.08057,0.10643,0.18979,0.1305,0.15705,0.2315,2.3641
2015/11/26,,,,,,,,,,6.3896,,,3.0573,,,,,,,,,,,,,,,,,,,,,80.49,,,,,3635.5521,3759.4286,12767.502,-0.339313,-0.586478,-0.975132,-12.3779,-22.1783,-125.726,306.761582,173.525468,349.661626,,,,,,,1.7978,2.4235,2.7299,2.7659,2.7157,3.1991,3.05,,,2.3385,2.3394,2.3477,2.3377,2.3398,2.3563,200,,,2.25,,,6.3896,6.3752,6.4008,,,,,25471.5356,1.8847,,,,,,,,,0.04786,0.08271,0.10821,0.19143,,0.15675,0.23275,2.4235
2015/11/27,,,,,,,,,,6.3952,,,3.0646,2.22,,,,,,,,,,,,,,,,,0,,,80.51,,,,,3436.303,3556.9924,11961.703,-5.480573,-5.38476,-6.311329,-199.2491,-202.4362,-805.799,354.287525,208.939358,371.475177,,,,,,,1.7992,2.4109,2.7822,2.8063,2.7595,3.0946,3.0443,,,2.3571,2.3511,2.3548,2.3521,2.347,2.358,,,,,,,6.3915,6.3762,6.4018,,,,,24177.9089,1.9009,,,,,,,,,0.04714,0.08443,0.10993,0.19714,0.1305,0.1552,0.24375,2.4109
2015/11/30,14300,933562.66,194645.46,119144.88,15.5,17.5,6.2,99.80939,12959.1,6.3981,,-0.4,3.0557,2.21,103.6,,38806,3825,16.14,4.68,1.2,2.24,1.87,3.36,5.95,130.8,0.2221,44.3,115.334613,497182.15,,,-26,80.47,,27937.3458,,104.1,3445.4048,3566.4122,12037.857,0.264872,0.264825,0.636648,9.1018,9.4198,76.154,304.197903,173.201163,325.215288,3392.0944,,,,1911819,1763246,1.8085,2.4129,2.7608,2.904,2.6691,3.3737,3.2389,3.1795,3.4,2.3743,2.3595,2.3595,2.3697,2.3532,2.359,,,,,,,6.3962,6.3834,6.409,,18.49,,,25880.3233,1.9084,,,,,,,,,0.05947,0.09014,0.11729,0.19393,0.128,0.1556,0.243,2.4129
2015/12/1,,,,,,,,,,6.3986,,,3.0423,2.15,,,,,,,,,,,,,,,,,,,,80.41,,,,,3456.3085,3591.696,12081.17,0.316471,0.708942,0.359807,10.9037,25.2838,43.313,252.390755,136.536554,270.222228,,,,,,,1.7998,2.4374,2.7901,2.8233,2.6773,3.3,2.8992,,,2.3865,2.3663,2.3636,2.3831,2.3587,2.3607,500,,,2.25,,,6.3973,6.3847,6.4103,,,,,26943.5009,1.873,,,,,,,,,0.04493,0.09157,0.11479,0.19143,0.1305,0.1552,0.24375,2.4374
2015/12/2,,,,,,,,,,6.3988,,,3.053,2.18,,,,,,,,,,,,,,,,,,,,80.35,,,,,3536.9051,3721.9545,12186.271,2.331869,3.626657,0.869957,80.5966,130.2585,105.101,301.49148,213.538865,263.999913,,,,,,,1.797,2.4237,2.6923,2.9187,2.7159,3.259,2.9154,,,2.4061,2.3773,2.3701,2.4033,2.3664,2.3605,,,,,,,6.3958,6.3847,6.4103,,,,,25756.1284,1.8679,,,,,,,,,0.05429,0.093,0.1215,0.20457,0.1305,0.15785,0.251,2.4237
2015/12/3,,,,,,,,,,6.3972,,,3.0461,2.33,,,,,,,,,,,,,,,,,,,,80.33,,,,,3584.8237,3749.2985,12447.381,1.354817,0.734668,2.142657,47.9186,27.344,261.11,281.111255,197.762126,249.53294,,,,,,,1.799,2.3699,2.6162,2.8215,2.7048,3.3282,2.9345,3.6,3.2146,2.4166,2.3871,2.3751,2.4159,2.3768,2.362,300,,,2.25,,,6.3982,6.3847,6.4103,,,,,25597.2229,1.8682,,,,,,,,,0.05643,0.09786,0.13043,0.22136,0.1305,0.15885,0.2686,2.3699
2015/12/4,,,,,,,,,,6.402,,,3.0244,2.28,,,,,,,,,,,,,,,,,500,,,80.21,,,,,3524.992,3677.5922,12329.176,-1.669028,-1.912526,-0.949638,-59.8317,-71.7063,-118.205,251.736411,151.199522,268.07034,,,,,,,1.799,2.3906,2.653,2.8417,2.7585,3.3209,2.9137,3.28,,2.4036,2.386,2.3745,2.4049,2.3785,2.3629,,,,,,,6.3851,6.3742,6.3998,,,,,25401.2395,1.8697,,,,,,,,,0.05638,0.101,0.13757,0.22429,0.1305,0.15845,0.2755,2.3906
2015/12/7,,,,,,,,,,6.4082,,,3.0377,2.23,,,,,,,,,,,,,,,,,,,,80.21,,,,,3536.9272,3687.6073,12443.047,0.338588,0.272328,0.92359,11.9352,10.0151,113.871,208.302579,113.88315,247.67039,,,,,,,1.8033,2.3875,2.6708,2.8727,2.8946,3.2918,2.9834,,3.55,2.4005,2.3906,2.3766,2.4023,2.386,2.3648,,,,,,,6.3985,6.3872,6.4128,,,,,25390.1673,1.8825,,,,,,,,,0.05286,0.10314,0.13971,0.22643,0.13,0.16395,0.287,2.3875
